dataset,repeat,approach,penalty,alpha,lambda,C,solver,max_iter,tol,error,max_iter_single,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,1000.0,0.15680747793521732,,,1.0,1.0,3.782477903295967e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,2000.0,0.048242679913528264,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,2000.0,0.3679262809455395,,,1.0,1.0,3.60243609357897e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,2000.0,0.16771443304605782,,,1.0,1.0,3.782477903295967e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-06,,lbfgs,3000,1e-08,,3000.0,0.04818573594093323,17.0,9.0,1.0,1.0,3.318058957141572e-08
gaussian,1,multistage-IR,l2,0.0,1e-06,,lbfgs,3000,1e-08,,3000.0,0.3773453460307792,,,1.0,1.0,3.60243609357897e-08
gaussian,1,adaptive-precision,l2,0.0,1e-06,,lbfgs,3000,1e-08,,3000.0,0.18528362701181322,,,1.0,1.0,3.782477903295967e-08
gaussian,1,ERROR,l2,0.0,1e-08,,lbfgs,3000,0.01,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,50.0,0.07041894597932696,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,50.0,0.04516241489909589,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,50.0,0.024814442032948136,,,1.0,1.0,5.623593974680901e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,100.0,0.1305765500292182,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,100.0,0.10166828101500869,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,100.0,0.06074481306131929,,,1.0,1.0,5.623593974680901e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,200.0,0.07330963492859155,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,200.0,0.08655617700424045,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,200.0,0.09316467808093876,,,1.0,1.0,5.623593974680901e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,500.0,0.07398550701327622,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,500.0,0.06307871302124113,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,500.0,0.03653710009530187,,,1.0,1.0,5.623593974680901e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,800.0,0.06322854000609368,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,800.0,0.06765961495693773,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,800.0,0.03586210892535746,,,1.0,1.0,5.623593974680901e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,1000.0,0.06460280704777688,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,1000.0,0.0604593149619177,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,1000.0,0.02886578196194023,,,1.0,1.0,5.623593974680901e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,2000.0,0.06829644495155662,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,2000.0,0.04764644301030785,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,2000.0,0.02154619200155139,,,1.0,1.0,5.623593974680901e-06
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.01,,3000.0,0.036098723066970706,14.0,0.0,1.0,1.0,5.623593974680901e-06
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.01,,3000.0,0.049849342089146376,,,1.0,1.0,5.623593974680901e-06
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.01,,3000.0,0.044361946056596935,,,1.0,1.0,5.623593974680901e-06
gaussian,1,ERROR,l2,0.0,1e-08,,lbfgs,3000,0.0001,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,50.0,0.07650967210065573,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,50.0,0.10947645106352866,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,50.0,0.07748908398207277,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,100.0,0.07102213695179671,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,100.0,0.18165439704898745,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,100.0,0.09894871700089425,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,200.0,0.10144594800658524,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,200.0,0.10397732199635357,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,200.0,0.10700705298222601,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,500.0,0.09013445000164211,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,500.0,0.10754213004838675,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,500.0,0.06601944006979465,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,800.0,0.06704018893651664,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,800.0,0.1243042181013152,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,800.0,0.06768280197866261,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,1000.0,0.06803668395150453,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,1000.0,0.08173169393558055,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,1000.0,0.05639546294696629,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,2000.0,0.06417071004398167,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,2000.0,0.09197872399818152,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,2000.0,0.037290599080733955,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,0.0001,,3000.0,0.10074422194156796,17.0,1.0,1.0,1.0,2.2199314982181511e-07
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,0.0001,,3000.0,0.10812886001076549,,,1.0,1.0,2.219931385013215e-07
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,0.0001,,3000.0,0.0772406340111047,,,1.0,1.0,2.2308803674565418e-07
gaussian,1,ERROR,l2,0.0,1e-08,,lbfgs,3000,1e-06,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,50.0,0.09493747807573527,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,50.0,0.08706280798651278,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,50.0,0.07653091894462705,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,100.0,0.07965029100887477,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,100.0,0.11393465101718903,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,100.0,0.2237262650160119,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,200.0,0.1360534840496257,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,200.0,0.11343682301230729,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,200.0,0.1350284650688991,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,500.0,0.08689982001669705,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,500.0,0.11913649900816381,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,500.0,0.1255943209398538,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,800.0,0.08298139506950974,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,800.0,0.13439804199151695,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,800.0,0.11052435508463532,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,1000.0,0.08471450896468014,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,1000.0,0.07431367097888142,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,1000.0,0.1438214599620551,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,2000.0,0.09469397203065455,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,2000.0,0.10198603698518127,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,2000.0,0.06578936206642538,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-06,,3000.0,0.06464625999797136,17.0,7.0,1.0,1.0,2.9429917533635484e-08
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-06,,3000.0,0.11459919007029384,,,1.0,1.0,2.9429916023863865e-08
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-06,,3000.0,0.10654183605220169,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,ERROR,l2,0.0,1e-08,,lbfgs,3000,1e-08,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,50.0,0.08480296703055501,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,50.0,0.1581935299327597,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,50.0,0.10357201099395752,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,100.0,0.05161692900583148,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,100.0,0.13561375509016216,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,100.0,0.09475350694265217,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,200.0,0.13222419505473226,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,200.0,0.2762086680158973,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,200.0,0.12006282096263021,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,500.0,0.12010838300921023,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,500.0,0.22452953807078302,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,500.0,0.18447277997620404,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,800.0,0.08790730405598879,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,800.0,0.22134783794172108,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,800.0,0.09153109195176512,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,1000.0,0.12341091805137694,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,1000.0,0.14666644798126072,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,1000.0,0.09911242593079805,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,2000.0,0.05123246496077627,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,2000.0,0.1677766430657357,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,2000.0,0.09226157306693494,,,1.0,1.0,1.0257720600862088e-08
gaussian,1,hybrid(f32→f64),l2,0.0,1e-08,,lbfgs,3000,1e-08,,3000.0,0.06784931302536279,17.0,12.0,1.0,1.0,5.490357053236579e-09
gaussian,1,multistage-IR,l2,0.0,1e-08,,lbfgs,3000,1e-08,,3000.0,0.12426793295890093,,,1.0,1.0,3.0804606437832858e-09
gaussian,1,adaptive-precision,l2,0.0,1e-08,,lbfgs,3000,1e-08,,3000.0,0.09030465094838291,,,1.0,1.0,1.0257720600862088e-08
gaussian,2,ERROR,l2,0.0,0.01,,lbfgs,3000,0.01,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,50.0,0.0408206800930202,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,50.0,0.037256326992064714,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,50.0,0.02401844598352909,,,1.0,1.0,3.983814632415717e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,100.0,0.07451873400714248,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,100.0,0.05969423206988722,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,100.0,0.021066486951895058,,,1.0,1.0,3.983814632415717e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,200.0,0.03672306006774306,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,200.0,0.11697218206245452,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,200.0,0.06613654596731067,,,1.0,1.0,3.983814632415717e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,500.0,0.10023195401299745,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,500.0,0.06547849799972028,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,500.0,0.02088828105479479,,,1.0,1.0,3.983814632415717e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,800.0,0.055274049984291196,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,800.0,0.12006516102701426,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,800.0,0.04283135395962745,,,1.0,1.0,3.983814632415717e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,1000.0,0.06612220907118171,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,1000.0,0.06110969104338437,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,1000.0,0.04261527198832482,,,1.0,1.0,3.983814632415717e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,2000.0,0.06316416698973626,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,2000.0,0.06609345797915012,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,2000.0,0.037616809946484864,,,1.0,1.0,3.983814632415717e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.01,,3000.0,0.06187589990440756,13.0,0.0,1.0,1.0,3.983814632415717e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.01,,3000.0,0.06470559805165976,,,1.0,1.0,3.983814632415717e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.01,,3000.0,0.034966227947734296,,,1.0,1.0,3.983814632415717e-06
gaussian,2,ERROR,l2,0.0,0.01,,lbfgs,3000,0.0001,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,50.0,0.06456683191936463,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,50.0,0.056627504993230104,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,50.0,0.11289535695686936,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,100.0,0.08404493203852326,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,100.0,0.13943743600975722,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,100.0,0.11453356500715017,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,200.0,0.08321618102490902,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,200.0,0.09713379200547934,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,200.0,0.22554513299837708,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,500.0,0.09044304594863206,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,500.0,0.09986485389526933,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,500.0,0.12293559801764786,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,800.0,0.10114023205824196,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,800.0,0.10176523099653423,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,800.0,0.13122172292787582,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,1000.0,0.07811686594504863,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,1000.0,0.08957382792141289,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,1000.0,0.10857050702907145,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,2000.0,0.09041797195095569,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,2000.0,0.09592073399107903,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,2000.0,0.12132367794401944,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,0.0001,,3000.0,0.08902229799423367,16.0,5.0,1.0,1.0,1.428081218981448e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,0.0001,,3000.0,0.09831134404521435,,,1.0,1.0,1.4280811951778824e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,0.0001,,3000.0,0.07292251009494066,,,1.0,1.0,1.4256465974147201e-06
gaussian,2,ERROR,l2,0.0,0.01,,lbfgs,3000,1e-06,Option 'optim iteration limit': value out-of-bounds,,,,,,,
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,50.0,0.05489995493553579,16.0,8.0,1.0,1.0,1.4205496399682581e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,50.0,0.3730542279081419,,,1.0,1.0,1.4205753968229557e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,50.0,0.10966471396386623,,,1.0,1.0,1.4205828216242273e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,100.0,0.046215397072955966,16.0,8.0,1.0,1.0,1.4205496399682581e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,100.0,0.358604775974527,,,1.0,1.0,1.4205753968229557e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,100.0,0.12670943897683173,,,1.0,1.0,1.4205828216242273e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,200.0,0.04657918494194746,16.0,8.0,1.0,1.0,1.4205496399682581e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,200.0,0.3640591260045767,,,1.0,1.0,1.4205753968229557e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,200.0,0.15392078598961234,,,1.0,1.0,1.4205828216242273e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,500.0,0.11280193203128874,16.0,8.0,1.0,1.0,1.4205496399682581e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,500.0,0.5834153610048816,,,1.0,1.0,1.4205753968229557e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,500.0,0.200617864029482,,,1.0,1.0,1.4205828216242273e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,800.0,0.07323213992640376,16.0,8.0,1.0,1.0,1.4205496399682581e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,800.0,0.45063118590041995,,,1.0,1.0,1.4205753968229557e-06
gaussian,2,adaptive-precision,l2,0.0,0.01,,lbfgs,3000,1e-06,,800.0,0.11191895406227559,,,1.0,1.0,1.4205828216242273e-06
gaussian,2,hybrid(f32→f64),l2,0.0,0.01,,lbfgs,3000,1e-06,,1000.0,0.09680543502327055,16.0,8.0,1.0,1.0,1.4205496399682581e-06
gaussian,2,multistage-IR,l2,0.0,0.01,,lbfgs,3000,1e-06,,1000.0,0.3849351620301604,,,1.0,1.0,1.4205753968229557e-06
