dataset,repeat,approach,penalty,alpha,lambda,solver,max_iter,max_iter_single,tol,time_sec,iters_single,iters_double,roc_auc,pr_auc,logloss
,2,double(f64),l2,0.0,0.01,sparse_cg,1000,300,0.0001,0.03422580205369741,0,1.0,1.0,1.0,0.5033700375354944
,2,hybrid(f32→f64),l2,0.0,0.01,sparse_cg,1000,300,0.0001,0.05987578502390534,1,0.0,1.0,1.0,0.5033700311351942
,2,single(f32),l2,0.0,0.001,coord,1000,200,0.01,0.029348868993110955,43,,1.0,1.0,0.5048739751453722
,2,double(f64),l2,0.0,0.001,coord,1000,200,0.01,0.036211907980032265,0,43.0,1.0,1.0,0.5048739954549294
,2,hybrid(f32→f64),l2,0.0,0.001,coord,1000,200,0.01,0.07495185500010848,43,1.0,1.0,1.0,0.5048317054965293
,2,single(f32),l2,0.0,0.001,coord,1000,300,0.01,0.04017734306398779,43,,1.0,1.0,0.5048739751453722
,2,double(f64),l2,0.0,0.001,coord,1000,300,0.01,0.0338384440401569,0,43.0,1.0,1.0,0.5048739954549294
,2,hybrid(f32→f64),l2,0.0,0.001,coord,1000,300,0.01,0.048591637052595615,43,1.0,1.0,1.0,0.5048317054965293
,2,single(f32),l2,0.0,0.001,coord,1000,200,0.0001,0.15971419494599104,1000,,1.0,1.0,0.5032200866505253
,2,double(f64),l2,0.0,0.001,coord,1000,200,0.0001,0.18536274693906307,0,1000.0,1.0,1.0,0.5032200814464758
,2,hybrid(f32→f64),l2,0.0,0.001,coord,1000,200,0.0001,0.26379644603002816,200,1000.0,1.0,1.0,0.5032966551650115
,2,single(f32),l2,0.0,0.001,coord,1000,300,0.0001,0.1633513120468706,1000,,1.0,1.0,0.5032200866505253
,2,double(f64),l2,0.0,0.001,coord,1000,300,0.0001,0.1817263850243762,0,1000.0,1.0,1.0,0.5032200814464758
,2,hybrid(f32→f64),l2,0.0,0.001,coord,1000,300,0.0001,0.26700639503542334,300,1000.0,1.0,1.0,0.5032824398780663
,2,single(f32),l2,0.0,0.001,sparse_cg,1000,200,0.01,0.016029216931201518,1,,1.0,1.0,0.5033513380085587
,2,double(f64),l2,0.0,0.001,sparse_cg,1000,200,0.01,0.034884388907812536,0,1.0,1.0,1.0,0.503351317354339
,2,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,200,0.01,0.04778282099869102,1,0.0,1.0,1.0,0.5033513380085587
,2,single(f32),l2,0.0,0.001,sparse_cg,1000,300,0.01,0.014041716931387782,1,,1.0,1.0,0.5033513380085587
,2,double(f64),l2,0.0,0.001,sparse_cg,1000,300,0.01,0.016371818957850337,0,1.0,1.0,1.0,0.503351317354339
,2,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,300,0.01,0.03083468903787434,1,0.0,1.0,1.0,0.5033513380085587
,2,single(f32),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.027161491918377578,1,,1.0,1.0,0.5033513380085587
,2,double(f64),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.03546646505128592,0,1.0,1.0,1.0,0.503351317354339
,2,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,200,0.0001,0.06198544800281525,1,0.0,1.0,1.0,0.5033513380085587
,2,single(f32),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.02820064895786345,1,,1.0,1.0,0.5033513380085587
,2,double(f64),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.035143526969477534,0,1.0,1.0,1.0,0.503351317354339
,2,hybrid(f32→f64),l2,0.0,0.001,sparse_cg,1000,300,0.0001,0.05950874194968492,1,0.0,1.0,1.0,0.5033513380085587
